,k,QQ,x_b,t,phi_x,F,errF,ReH,ReE,ReHt,dvcs
10,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,100.0,0.03022000379860401,0.0016770910471677,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
11,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,110.0,0.02577367052435875,0.0015325611457228,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
12,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,120.0,0.022527748718857765,0.0014204340055584,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
13,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,130.0,0.02016167901456356,0.0013341223821043,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
14,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,140.0,0.01845409721136093,0.0012688338756561,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
15,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,150.0,0.017253683879971504,0.0012211291119456,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
16,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,160.0,0.016459155827760696,0.0011886075139045,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
17,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,170.0,0.01600612699985504,0.0011696905829012,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
18,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,180.0,0.01585892215371132,0.0011634815484285,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
19,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,190.0,0.01600612699985504,0.0011696906760334,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
20,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,200.0,0.016459155827760696,0.0011886076070368,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
21,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,210.0,0.017253683879971504,0.0012211292050778,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
22,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,220.0,0.01845409721136093,0.0012688336893916,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
23,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,230.0,0.02016167901456356,0.0013341223821043,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
24,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,240.0,0.022527748718857765,0.0014204340055584,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
25,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,250.0,0.025773663073778152,0.0015325605869293,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
26,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,260.0,0.03022000379860401,0.0016770910471677,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
27,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,270.0,0.03632749989628792,0.0018629908561706,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
28,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,280.0,0.04474988952279091,0.002102306112647,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
29,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,290.0,0.056390393525362015,0.0024107862263917,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
30,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,300.0,0.07242833822965622,0.0028078217059373,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
31,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,310.0,0.09421908855438232,0.0033139996230602,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
32,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,320.0,0.12284320592880249,0.0039424523711204,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
33,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,330.0,0.15792489051818848,0.0046775866299867,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
34,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,340.0,0.19551774859428406,0.0054380841553211,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
35,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,350.0,0.22637486457824707,0.0060480196028947,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
36,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,360.0,0.23860743641853333,0.0062870793044567,-0.01742647774517536,-0.0431302934885025,-0.009183324873447418,0.004951111972332001
37,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,0.0,0.2234850972890854,0.0077803209424018,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
38,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,10.0,0.20341479778289795,0.0071367442607879,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
39,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,20.0,0.15968604385852814,0.0057298921048641,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
40,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,30.0,0.1167386993765831,0.0043377730995416,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
41,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,40.0,0.08418916165828705,0.0032689772546291,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
42,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,50.0,0.0617290660738945,0.0025172356516122,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
43,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,60.0,0.046634674072265625,0.0019990658387541,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
44,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,70.0,0.03648148104548454,0.0016396358609199,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
45,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,80.0,0.029573755338788033,0.0013864286243915,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
46,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,90.0,0.024804415181279182,0.0012049566954374,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
47,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,100.0,0.02146264538168907,0.0010728565976023,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
48,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,110.0,0.019091075286269188,0.0009755292907357,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
49,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,120.0,0.01739264652132988,0.0009033156558871,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
50,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,130.0,0.01617240160703659,0.0008497359231114,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
51,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,140.0,0.015301316045224667,0.0008103992789983,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
52,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,150.0,0.01469387300312519,0.0007823242805898,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
53,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,160.0,0.014294110238552094,0.0007635156624019,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
54,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,170.0,0.014067007228732109,0.0007527006790041,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
55,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,180.0,0.013993347063660622,0.0007491714786738,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
56,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,190.0,0.014067007228732109,0.0007527006790041,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
57,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,200.0,0.014294110238552094,0.0007635156624019,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
58,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,210.0,0.014693872071802616,0.0007823242805898,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
59,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,220.0,0.015301311388611794,0.0008103991858661,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
60,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,230.0,0.01617240160703659,0.0008497359231114,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
61,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,240.0,0.01739264652132988,0.0009033156558871,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
62,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,250.0,0.019091075286269188,0.0009755292907357,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
63,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,260.0,0.02146264538168907,0.0010728565976023,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
64,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,270.0,0.024804415181279182,0.0012049566954374,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
65,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,280.0,0.029573755338788033,0.0013864286243915,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
66,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,290.0,0.03648145869374275,0.0016396347433328,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
67,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,300.0,0.04663465917110443,0.001999064721167,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
68,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,310.0,0.06172903627157211,0.0025172349065542,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
69,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,320.0,0.08418915420770645,0.0032689772546291,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
70,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,330.0,0.11673856526613235,0.0043377730995416,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
71,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,340.0,0.15968604385852814,0.0057298924773931,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
72,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,350.0,0.2034141570329666,0.0071367219090461,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
73,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,360.0,0.2234850972890854,0.0077803209424018,-0.016336757689714432,-0.04700539633631706,-0.010731009766459465,0.008428094908595085
74,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,0.0,4.749574184417725,0.2065527677536011,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
75,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,10.0,2.0966360569000244,0.091219824552536,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
76,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,20.0,0.7765501737594604,0.033820441365242,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
77,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,30.0,0.3740828037261963,0.0163048282265663,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
78,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,40.0,0.2141483873128891,0.0093274988234043,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
79,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,50.0,0.13696809113025665,0.005944525077939,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
80,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,60.0,0.09471213817596436,0.0040785036981105,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
81,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,70.0,0.06952223181724548,0.002954626083374,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
82,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,80.0,0.05357770249247551,0.0022340422496199,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
83,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,90.0,0.043033868074417114,0.0017503725364804,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
84,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,100.0,0.03583116456866264,0.0014145327731966,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
85,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,110.0,0.030792485922574997,0.0011755717918276,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
86,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,120.0,0.027211129665374756,0.001002834085375,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
87,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,130.0,0.0246468223631382,0.0008771508932113,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
88,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,140.0,0.022818081080913544,0.0007862084545195,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
89,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,150.0,0.021542493253946304,0.0007219831459224,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
90,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,160.0,0.020702384412288666,0.000679268874228,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
91,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,170.0,0.020224757492542267,0.0006548205390572,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
92,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,180.0,0.020069770514965057,0.0006468601059168,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
93,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,190.0,0.020224757492542267,0.0006548205390572,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
94,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,200.0,0.020702384412288666,0.000679268874228,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
95,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,210.0,0.021542493253946304,0.0007219831459224,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
96,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,220.0,0.022818079218268394,0.0007862085476517,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
97,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,230.0,0.0246468223631382,0.0008771508932113,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
98,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,240.0,0.027211129665374756,0.001002834085375,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
99,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,250.0,0.030792485922574997,0.0011755718849599,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
100,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,260.0,0.03583116456866264,0.0014145326800644,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
101,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,270.0,0.043033868074417114,0.0017503725364804,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
102,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,280.0,0.053577668964862823,0.0022340409457683,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
103,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,290.0,0.06952223181724548,0.0029546262696385,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
104,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,300.0,0.09471213817596436,0.0040785036981105,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
105,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,310.0,0.13696807622909546,0.00594452470541,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
106,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,320.0,0.21414799988269806,0.0093274816870689,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
107,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,330.0,0.3740828037261963,0.0163048282265663,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
108,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,340.0,0.7765501737594604,0.0338204383850097,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
109,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,350.0,2.0966360569000244,0.0912198305130004,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
110,2.75,1.620069980621338,0.4258719980716705,-0.5236999988555908,360.0,4.749574184417725,0.2065527677536011,-0.013281802646815777,-0.04399385303258896,-0.011920655146241188,0.008075316436588764
111,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,0.0,0.6625076532363892,0.0234188809990882,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
112,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,10.0,0.5753581523895264,0.0204959034919738,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
113,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,20.0,0.40659385919570923,0.0148086294531822,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
114,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,30.0,0.26503095030784607,0.0099844790995121,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
115,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,40.0,0.17179198563098907,0.0067447438836097,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
116,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,50.0,0.11426838487386703,0.0046883825212717,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
117,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,60.0,0.07891363650560379,0.0033772133290767,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
118,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,70.0,0.056808553636074066,0.0025210307911038,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
119,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,80.0,0.04265817999839783,0.0019459791481494,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
120,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,90.0,0.033375851809978485,0.0015492280013859,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
121,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,100.0,0.027146173641085625,0.0012690600007772,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
122,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,110.0,0.0228818841278553,0.0010675649158656,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
123,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,120.0,0.01991826295852661,0.0009208775125443,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
124,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,130.0,0.017840830609202385,0.000813637021929,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
125,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,140.0,0.016386909410357475,0.0007357847876846,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
126,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,150.0,0.015388506464660168,0.0006806802935898,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
127,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,160.0,0.014738825149834156,0.000643977895379,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
128,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,170.0,0.014372467994689941,0.000622951798141,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
129,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,180.0,0.014254077337682247,0.0006161026656627,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
130,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,190.0,0.014372467994689941,0.000622951798141,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
131,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,200.0,0.014738825149834156,0.000643977895379,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
132,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,210.0,0.015388503670692444,0.0006806802004575,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
133,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,220.0,0.016386905685067177,0.0007357846014201,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
134,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,230.0,0.017840830609202385,0.000813637021929,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
135,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,240.0,0.01991826295852661,0.0009208775125443,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
136,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,250.0,0.0228818841278553,0.0010675648227334,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
137,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,260.0,0.027146173641085625,0.0012690600939095,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
138,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,270.0,0.033375851809978485,0.0015492280945181,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
139,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,280.0,0.042658157646656036,0.0019459785893559,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
140,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,290.0,0.056808531284332275,0.0025210298597812,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
141,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,300.0,0.0789136216044426,0.0033772129565477,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
142,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,310.0,0.11426833271980286,0.0046883810311555,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
143,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,320.0,0.17179185152053833,0.0067447386682033,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
144,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,330.0,0.26503098011016846,0.0099844686686992,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
145,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,340.0,0.4065934419631958,0.014808614552021,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
146,2.75,1.078660011291504,0.4814740121364593,-0.5010079741477966,350.0,0.5753581523895264,0.0204959034919738,-0.018863925710320473,-0.04296337440609932,-0.010675420053303242,0.006516812369227409
