,k,QQ,x_b,t,phi_x,F,std_F,ReH,std_ReH,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs,AbsRes_ReH,std_AbsRes_ReH,AbsRes_ReE,std_AbsRes_ReE,AbsRes_ReHt,std_AbsRes_ReHt,AbsRes_dvcs,std_AbsRes_dvcs
22,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,337.5,0.11798353120684621,0.0003720671102981381,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
23,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,352.5,0.1234652884304523,0.0003949844591759269,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
24,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,7.5,0.0867213234305381,0.00019220016592181433,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
25,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,22.5,0.08141004666686055,0.00022307800081206882,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
26,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,37.5,0.07261244952678675,0.00027248991233505765,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
27,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,52.5,0.06269884482026095,0.00032488371339015786,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
28,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,67.5,0.0534199252724647,0.0003696805450012136,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
29,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,82.5,0.045611988753080354,0.0004029291401201863,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
30,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,97.5,0.0394552573561668,0.00042511418750514735,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
31,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,112.5,0.0348099563270807,0.00043860908156271455,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
32,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,127.5,0.0314386431127786,0.00044606907374911337,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
33,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,142.5,0.0291144400835037,0.0004497595571718877,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
34,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,157.5,0.0276612322777509,0.00045134269816909294,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
35,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,172.5,0.02696304488927125,0.0004518787533985663,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
36,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,187.5,0.02696304488927125,0.0004518787533985663,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
37,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,202.5,0.0276612322777509,0.00045134269816909294,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
38,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,217.5,0.0291144400835037,0.0004497595571718877,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
39,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,232.5,0.031438635662198,0.0004460690737491109,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
40,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,247.5,0.03480994328856465,0.0004386064473846826,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
41,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,262.5,0.03945525549352165,0.0004251168216831842,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
42,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,277.5,0.045611977577209445,0.0004029291401201863,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
43,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,292.5,0.0534199252724647,0.0003696805450012136,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
44,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,307.5,0.06269884482026095,0.00032488371339015786,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
45,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,322.5,0.07261244580149645,0.0002724846439789938,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
46,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,337.5,0.08141004666686055,0.00022307800081206882,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
47,5.75,1.932999968528748,0.3680000007152557,-0.2319999933242797,352.5,0.0867213197052478,0.000192205434277888,-0.6916229724884033,0.011097265212918398,-0.33435726165771484,0.04220454754650545,-0.3158190250396728,0.0888195520554334,0.011841374449431851,0.00028895352503463913,0.5411316269525066,0.011097265212918398,0.02984312176704405,0.034446369778610514,0.06280490756034846,0.03813788250521943,0.00098779210131365,0.00028895352503463897
48,5.75,1.96399998664856,0.375,-0.277999997138977,7.5,0.078627448529005,0.0005074954712756899,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
49,5.75,1.96399998664856,0.375,-0.277999997138977,22.5,0.07233226671814916,0.000548883676513427,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
50,5.75,1.96399998664856,0.375,-0.277999997138977,37.5,0.06248516030609601,0.0006109053982752543,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
51,5.75,1.96399998664856,0.375,-0.277999997138977,52.5,0.05220204591751095,0.0006708829978843031,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
52,5.75,1.96399998664856,0.375,-0.277999997138977,67.5,0.0433076620101928,0.0007169178931703123,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
53,5.75,1.96399998664856,0.375,-0.277999997138977,82.5,0.03634212911128995,0.000747168793688982,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
54,5.75,1.96399998664856,0.375,-0.277999997138977,97.5,0.03117263130843635,0.0007646096864384503,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
55,5.75,1.96399998664856,0.375,-0.277999997138977,112.5,0.0274572698399424,0.0007732511074721996,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
56,5.75,1.96399998664856,0.375,-0.277999997138977,127.5,0.02485984377562995,0.000776574123059473,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
57,5.75,1.96399998664856,0.375,-0.277999997138977,142.5,0.02311760094016785,0.0007771391542473075,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
58,5.75,1.96399998664856,0.375,-0.277999997138977,157.5,0.022048374637961297,0.0007766636851125244,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
59,5.75,1.96399998664856,0.375,-0.277999997138977,172.5,0.0215401910245418,0.000776186898888762,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
60,5.75,1.96399998664856,0.375,-0.277999997138977,187.5,0.0215401910245418,0.000776186898888762,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
61,5.75,1.96399998664856,0.375,-0.277999997138977,202.5,0.0220483755692839,0.0007766650022015771,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
62,5.75,1.96399998664856,0.375,-0.277999997138977,217.5,0.023117598146200097,0.0007771404713362891,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
63,5.75,1.96399998664856,0.375,-0.277999997138977,232.5,0.024859839119017048,0.0007765728059704227,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
64,5.75,1.96399998664856,0.375,-0.277999997138977,247.5,0.02745725959539405,0.0007732524245611787,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
65,5.75,1.96399998664856,0.375,-0.277999997138977,262.5,0.031172629445791196,0.0007646123206164848,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
66,5.75,1.96399998664856,0.375,-0.277999997138977,277.5,0.03634212166070935,0.0007471687936889772,-0.7055138349533081,0.008489049639670232,-0.3404763340950012,0.04081066697255312,-0.32060025632381434,0.08991067074310767,0.010897947940975351,0.0006263858040244126,0.6033611630566891,0.008489049639670232,0.030476334095001202,0.040810666972553145,0.0635764449834823,0.021601659074667205,0.0005249369315732935,0.0006263858040243512
