set,k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
1,5.75,1.82,0.343,-0.172,262.5,0.0717532,0.0020830096,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,277.5,0.0695542,0.0019070689,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,292.5,0.0834381,0.0018096516,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,307.5,0.094451,0.0015768841,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,322.5,0.101951,0.0015816529,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,337.5,0.114951,0.0017631601,-2.56464,2.21195,1.39564,0.0315875
1,5.75,1.82,0.343,-0.172,352.5,0.112797,0.0017850625,-2.56464,2.21195,1.39564,0.0315875
2,5.75,1.933,0.368,-0.232,7.5,0.0798726,0.0042954916,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,22.5,0.0752171,0.0041886784,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,37.5,0.0605232,0.0038738176,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,52.5,0.0679057,0.0028955161,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,67.5,0.0522419,0.0034082244,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,82.5,0.0483993,0.0039025009,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,97.5,0.0429759,0.0039488656,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,112.5,0.0403152,0.0040525956,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,127.5,0.0360796,0.0040360609,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,142.5,0.0366866,0.0036216324,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,157.5,0.0364531,0.0034762816,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,172.5,0.032309,0.0039112516,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,187.5,0.0316282,0.0037149025,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,202.5,0.0343028,0.0032649796,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,217.5,0.032196,0.0037527876,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,232.5,0.0412522,0.0041075281,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,247.5,0.0377877,0.0040525956,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,262.5,0.0413854,0.0038912644,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,277.5,0.050904,0.0041396356,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,292.5,0.0580061,0.0034916281,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,307.5,0.0652462,0.0032103556,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,322.5,0.0764457,0.0038365636,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,337.5,0.0794835,0.0038700841,-2.48378,2.05692,1.17942,0.0227145
2,5.75,1.933,0.368,-0.232,352.5,0.0790978,0.0043059844,-2.48378,2.05692,1.17942,0.0227145
3,5.75,1.964,0.375,-0.278,7.5,0.0650832,0.0079852096,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,22.5,0.0616327,0.0081812025,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,37.5,0.0505881,0.0062031376,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,52.5,0.050622,0.0058049161,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,67.5,0.0471315,0.007056,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,82.5,0.0404187,0.00690561,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,97.5,0.0300196,0.005625,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,112.5,0.0282131,0.0058308496,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,127.5,0.0327899,0.0054346384,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,142.5,0.0309781,0.0053085796,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,157.5,0.028824,0.0060171049,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,172.5,0.0274468,0.0057942544,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,187.5,0.0262358,0.0058813561,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,202.5,0.027929,0.0060419529,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,217.5,0.0288885,0.0057851236,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,232.5,0.0330335,0.0064448784,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,247.5,0.0301522,0.0050098084,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,262.5,0.0370182,0.0053319204,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,277.5,0.0432979,0.0051322896,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,292.5,0.0518434,0.0057851236,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,307.5,0.0524636,0.0063186601,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,322.5,0.0573016,0.00765625,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,337.5,0.06495,0.0080192025,-2.44312,1.94885,1.04808,0.0196876
3,5.75,1.964,0.375,-0.278,352.5,0.0689143,0.0109788484,-2.44312,1.94885,1.04808,0.0196876
4,5.75,1.986,0.379,-0.323,7.5,0.0691994,0.0194825764,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,22.5,0.0554744,0.0139098436,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,37.5,0.0381581,0.0151314601,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,52.5,0.0498384,0.0115111441,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,67.5,0.0369224,0.0111049444,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,82.5,0.0299091,0.0130622041,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,97.5,0.0285979,0.0110481121,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,112.5,0.0267153,0.011025,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,127.5,0.0258366,0.0088585744,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,142.5,0.0276768,0.0103612041,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,157.5,0.0286765,0.0139972561,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,172.5,0.0267604,0.0190246849,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,187.5,0.0197522,0.0138674176,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,202.5,0.0240094,0.012544,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,217.5,0.0218052,0.01008016,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,232.5,0.0220775,0.0093934864,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,247.5,0.0258433,0.0089170249,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,262.5,0.0288256,0.0113167044,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,277.5,0.0319118,0.0098783721,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,292.5,0.039669,0.01044484,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,307.5,0.0439407,0.00925444,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,322.5,0.0467433,0.0150332121,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,337.5,0.0688631,0.0206583129,-2.40288,1.85115,0.934471,0.0174894
4,5.75,1.986,0.379,-0.323,352.5,0.0542132,0.03069504,-2.40288,1.85115,0.934471,0.0174894
5,5.75,1.999,0.381,-0.371,7.5,0.0581037,0.0402283249,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,22.5,0.0410916,0.0247968009,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,37.5,0.052168,0.023,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,52.5,0.0418366,0.0191711716,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,67.5,0.0384336,0.0117267241,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,82.5,0.0245378,0.0169885156,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,97.5,0.022365,0.0132411049,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,112.5,0.02388,0.0145106116,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,127.5,0.0239452,0.0181117764,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,142.5,0.0208906,0.0319980544,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,157.5,0.0254018,0.0576,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,172.5,0.0119119,0.0481495249,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,187.5,0.0219465,0.0350887824,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,202.5,0.0137793,0.0257185369,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,217.5,0.0240663,0.0138627076,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,232.5,0.0221324,0.0172501956,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,247.5,0.0217589,0.01473796,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,262.5,0.0293014,0.0206726884,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,277.5,0.0329539,0.0176411524,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,292.5,0.0320787,0.02,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,307.5,0.0333905,0.0211877136,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,322.5,0.0438023,0.0298356529,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,337.5,0.0497736,0.0480267225,-2.35994,1.75483,0.82686,0.0157662
5,5.75,1.999,0.381,-0.371,352.5,0.053211,0.0547326025,-2.35994,1.75483,0.82686,0.0157662
6,5.75,2.218,0.345,-0.176,7.5,0.105072,0.0017156164,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,22.5,0.100122,0.0015824484,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,37.5,0.0893008,0.0016548624,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,52.5,0.0839857,0.0017732521,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,67.5,0.0721391,0.0020529961,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,82.5,0.0653323,0.0021187609,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,97.5,0.0655006,0.00281961,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,112.5,0.0612539,0.0024552025,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,127.5,0.0492763,0.0029030544,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,142.5,0.0439151,0.0028751044,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,157.5,0.0434647,0.0034093921,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,172.5,0.0459791,0.0033281361,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,187.5,0.0461742,0.0035070084,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,202.5,0.0402722,0.0030769209,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,217.5,0.0491993,0.0030946969,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,232.5,0.0528074,0.0026481316,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,247.5,0.0552622,0.0026811684,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,262.5,0.0638777,0.0023261329,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,277.5,0.065919,0.0021427641,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,292.5,0.0728628,0.0018879025,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,307.5,0.0876323,0.0018113536,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,322.5,0.0942583,0.0016532356,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,337.5,0.100025,0.0017926756,-2.55945,2.20108,1.3792,0.016768
6,5.75,2.218,0.345,-0.176,352.5,0.106547,0.0019193161,-2.55945,2.20108,1.3792,0.016768
7,5.75,2.318,0.363,-0.232,7.5,0.0856221,0.00273529,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,22.5,0.0852842,0.0024137569,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,37.5,0.0692332,0.0026071236,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,52.5,0.0639972,0.0028772496,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,67.5,0.0533179,0.0031516996,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,82.5,0.0470192,0.0032512804,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,97.5,0.0398138,0.0031741956,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,112.5,0.0362021,0.0037442161,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,127.5,0.031924,0.0034363044,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,142.5,0.029411,0.0045711121,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,157.5,0.0291586,0.0038613796,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,172.5,0.0265909,0.0049056016,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,187.5,0.0306702,0.0042224004,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,202.5,0.0316023,0.0041796225,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,217.5,0.0289326,0.0037393225,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,232.5,0.0332408,0.00351649,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,247.5,0.0351178,0.0036409156,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,262.5,0.0414205,0.00320356,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,277.5,0.0437087,0.00329476,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,292.5,0.0543635,0.0025553025,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,307.5,0.0607309,0.0024295041,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,322.5,0.0735538,0.00271441,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,337.5,0.0790025,0.0027730756,-2.5008,2.05692,1.18094,0.0128379
7,5.75,2.318,0.363,-0.232,352.5,0.0911518,0.0029517489,-2.5008,2.05692,1.18094,0.0128379
8,5.75,2.348,0.368,-0.279,7.5,0.0781249,0.0057274624,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,22.5,0.0699334,0.0044568976,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,37.5,0.0583844,0.0043837641,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,52.5,0.0513953,0.0048594841,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,67.5,0.0442812,0.0046580625,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,82.5,0.0370628,0.0044903401,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,97.5,0.0297026,0.0059737441,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,112.5,0.0281004,0.0050523664,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,127.5,0.0278814,0.0057198969,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,142.5,0.0211788,0.0052678564,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,157.5,0.0214348,0.0055815841,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,172.5,0.0203773,0.0055815841,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,187.5,0.0224932,0.0076352644,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,202.5,0.0261655,0.0075620416,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,217.5,0.025234,0.0055323844,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,232.5,0.0262857,0.0046022656,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,247.5,0.0277166,0.005625,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,262.5,0.0333083,0.0046430596,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,277.5,0.0385467,0.0046758244,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,292.5,0.0415911,0.0039891856,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,307.5,0.0472413,0.0039740416,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,322.5,0.0595454,0.00458329,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,337.5,0.0724629,0.0054671236,-2.46665,1.94659,1.04462,0.0111995
8,5.75,2.348,0.368,-0.279,352.5,0.0784268,0.006724,-2.46665,1.94659,1.04462,0.0111995
9,5.75,2.36,0.371,-0.325,7.5,0.0941565,0.0115369081,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,22.5,0.0698929,0.0095394289,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,37.5,0.0539594,0.0093026025,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,52.5,0.0343362,0.0084345856,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,67.5,0.0331774,0.0071876484,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,82.5,0.0332537,0.0085211361,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,97.5,0.026983,0.0082519056,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,112.5,0.0226005,0.0070476025,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,127.5,0.021671,0.0076860289,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,142.5,0.0176462,0.0078623689,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,157.5,0.0186984,0.0089756676,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,172.5,0.016411,0.0088585744,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,187.5,0.0180793,0.0098903025,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,202.5,0.0205289,0.0070913241,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,217.5,0.0208257,0.0088811776,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,232.5,0.019641,0.0067551961,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,247.5,0.0213021,0.0085211361,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,262.5,0.0228201,0.0079316836,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,277.5,0.0296829,0.0064,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,292.5,0.0337213,0.0062599744,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,307.5,0.042849,0.006561,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,322.5,0.0548752,0.0060171049,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,337.5,0.0561541,0.00982081,-2.42877,1.84698,0.927706,0.010102
9,5.75,2.36,0.371,-0.325,352.5,0.0841301,0.0133957476,-2.42877,1.84698,0.927706,0.010102
10,5.75,2.375,0.373,-0.372,7.5,0.0712923,0.0276689956,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,22.5,0.0627413,0.0190329616,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,37.5,0.0410762,0.0142611364,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,52.5,0.0397685,0.0104162436,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,67.5,0.0254605,0.0111851776,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,82.5,0.0205391,0.0123032464,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,97.5,0.0216237,0.0126157824,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,112.5,0.0194461,0.0133772356,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,127.5,0.0151477,0.0119006281,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,142.5,0.0170107,0.0127125625,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,157.5,0.0132433,0.0165302449,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,172.5,0.0165127,0.0221741881,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,187.5,0.0161433,0.01825201,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,202.5,0.0140523,0.0132181009,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,217.5,0.0140041,0.0139972561,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,232.5,0.0186472,0.0089756676,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,247.5,0.0162954,0.0121594729,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,262.5,0.0198793,0.01214404,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,277.5,0.0212029,0.0098346889,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,292.5,0.0307977,0.0092448225,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,307.5,0.0422046,0.01092025,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,322.5,0.0537924,0.0111281401,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,337.5,0.0736721,0.0193571569,-2.38607,1.7529,0.821841,0.00910937
10,5.75,2.375,0.373,-0.372,352.5,0.0716548,0.0355134025,-2.38607,1.7529,0.821841,0.00910937
11,5.75,2.012,0.378,-0.192,7.5,0.0665313,0.0139523344,-2.4544,2.15838,1.30188,0.0217681
11,5.75,2.012,0.378,-0.192,22.5,0.0556834,0.0119006281,-2.4544,2.15838,1.30188,0.0217681
