,k,QQ,x_b,t,phi_x,F,errF,dvcs
141,2.5,1.0,0.2688888888888889,-1.0,165.0,0.051648776713141116,0.0042510970940247,0.0497557576745747
142,2.5,1.0,0.2688888888888889,-1.0,180.0,0.05930648071991499,0.0042544978178639,0.0497557576745747
143,2.5,1.0,0.2688888888888889,-0.92,0.0,0.21213615730515073,0.0053119885887826,0.0487814415246248
144,2.5,1.0,0.2688888888888889,-0.92,15.0,0.18436544048306586,0.0051002112117275,0.0487814415246248
145,2.5,1.0,0.2688888888888889,-0.92,30.0,0.15064103045428606,0.0047094783158952,0.0487814415246248
146,2.5,1.0,0.2688888888888889,-0.92,45.0,0.11145028730175606,0.0044371148441056,0.0487814415246248
147,2.5,1.0,0.2688888888888889,-0.92,60.0,0.0944990786718669,0.0043211846689203,0.0487814415246248
148,2.5,1.0,0.2688888888888889,-0.92,75.0,0.08322155281315459,0.0042974349197845,0.0487814415246248
149,2.5,1.0,0.2688888888888889,-0.92,90.0,0.06588194383538973,0.0043133400867413,0.0487814415246248
150,2.5,1.0,0.2688888888888889,-0.92,105.0,0.05949496436979799,0.0043417180866792,0.0487814415246248
151,2.5,1.0,0.2688888888888889,-0.92,120.0,0.06905695944206729,0.0043705228234583,0.0487814415246248
152,2.5,1.0,0.2688888888888889,-0.92,135.0,0.06276192984855405,0.0043948494575833,0.0487814415246248
153,2.5,1.0,0.2688888888888889,-0.92,150.0,0.056356842103353066,0.0044128066492269,0.0487814415246248
154,2.5,1.0,0.2688888888888889,-0.92,165.0,0.06023327418644383,0.0044237174146352,0.0487814415246248
155,2.5,1.0,0.2688888888888889,-0.92,180.0,0.05712964140484984,0.0044273683853875,0.0487814415246248
156,2.5,1.0,0.2688888888888889,-0.84,0.0,0.27052235998130403,0.0056083757642233,0.0478044804185628
157,2.5,1.0,0.2688888888888889,-0.84,15.0,0.2436537722867313,0.0053631337894506,0.0478044804185628
158,2.5,1.0,0.2688888888888889,-0.84,30.0,0.18819286147565983,0.0049179998489028,0.0478044804185628
159,2.5,1.0,0.2688888888888889,-0.84,45.0,0.14054796973170008,0.0046129936429416,0.0478044804185628
160,2.5,1.0,0.2688888888888889,-0.84,60.0,0.11030936205392859,0.0044839136510209,0.0478044804185628
161,2.5,1.0,0.2688888888888889,-0.84,75.0,0.09147703978325547,0.0044566341033222,0.0478044804185628
162,2.5,1.0,0.2688888888888889,-0.84,90.0,0.07281906870399488,0.0044729660071202,0.0478044804185628
163,2.5,1.0,0.2688888888888889,-0.84,105.0,0.06995341717867791,0.0045031115405176,0.0478044804185628
164,2.5,1.0,0.2688888888888889,-0.84,120.0,0.06058111737635908,0.0045339314234911,0.0478044804185628
165,2.5,1.0,0.2688888888888889,-0.84,135.0,0.05738542352548966,0.0045600255910755,0.0478044804185628
166,2.5,1.0,0.2688888888888889,-0.84,150.0,0.054305600266045286,0.0045793130426253,0.0478044804185628
167,2.5,1.0,0.2688888888888889,-0.84,165.0,0.05764773251174987,0.0045910430374015,0.0478044804185628
168,2.5,1.0,0.2688888888888889,-0.84,180.0,0.05214421701380695,0.0045949705968471,0.0478044804185628
169,2.5,1.0,0.2688888888888889,-0.76,0.0,0.389794834242176,0.0059753905210562,0.0468251127749681
170,2.5,1.0,0.2688888888888889,-0.76,15.0,0.3394957564386089,0.0056733662046271,0.0468251127749681
171,2.5,1.0,0.2688888888888889,-0.76,30.0,0.24710125465683752,0.0051423685969505,0.0468251127749681
172,2.5,1.0,0.2688888888888889,-0.76,45.0,0.16811288078190342,0.004790315971339,0.0468251127749681
173,2.5,1.0,0.2688888888888889,-0.76,60.0,0.1268920849891874,0.0046430127357935,0.0468251127749681
174,2.5,1.0,0.2688888888888889,-0.76,75.0,0.08847726769996565,0.0046103594649096,0.0468251127749681
175,2.5,1.0,0.2688888888888889,-0.76,90.0,0.07679354863048216,0.0046264016091241,0.0468251127749681
176,2.5,1.0,0.2688888888888889,-0.76,105.0,0.07059081534068871,0.0046581013075604,0.0468251127749681
177,2.5,1.0,0.2688888888888889,-0.76,120.0,0.06650193612080121,0.0046909178974821,0.0468251127749681
178,2.5,1.0,0.2688888888888889,-0.76,135.0,0.06829117872561875,0.0047188612580449,0.0468251127749681
179,2.5,1.0,0.2688888888888889,-0.76,150.0,0.05352605264049633,0.0047395711657319,0.0468251127749681
180,2.5,1.0,0.2688888888888889,-0.76,165.0,0.057041661354651996,0.0047521862443268,0.0468251127749681
181,2.5,1.0,0.2688888888888889,-0.76,180.0,0.057636830158199676,0.0047564114658901,0.0468251127749681
182,2.5,1.0,0.2688888888888889,-0.6799999999999999,0.0,0.6007146378945826,0.0064726179663635,0.0458435881882905
183,2.5,1.0,0.2688888888888889,-0.6799999999999999,15.0,0.5046130417860984,0.0060682189549015,0.0458435881882905
184,2.5,1.0,0.2688888888888889,-0.6799999999999999,30.0,0.3489889405189072,0.0053952812981523,0.0458435881882905
185,2.5,1.0,0.2688888888888889,-0.6799999999999999,45.0,0.2328419666683821,0.0049728539722397,0.0458435881882905
186,2.5,1.0,0.2688888888888889,-0.6799999999999999,60.0,0.15521839410841023,0.0047994618374659,0.0458435881882905
187,2.5,1.0,0.2688888888888889,-0.6799999999999999,75.0,0.11445048538997703,0.0047584318804405,0.0458435881882905
188,2.5,1.0,0.2688888888888889,-0.6799999999999999,90.0,0.08930131902445512,0.0047729409330404,0.0458435881882905
189,2.5,1.0,0.2688888888888889,-0.6799999999999999,105.0,0.07390534981932093,0.0048057048394015,0.0458435881882905
190,2.5,1.0,0.2688888888888889,-0.6799999999999999,120.0,0.07710962883675856,0.004840391695726,0.0458435881882905
191,2.5,1.0,0.2688888888888889,-0.6799999999999999,135.0,0.06437276848187921,0.0048701895176233,0.0458435881882905
192,2.5,1.0,0.2688888888888889,-0.6799999999999999,150.0,0.06589711703723564,0.0048923798333642,0.0458435881882905
193,2.5,1.0,0.2688888888888889,-0.6799999999999999,165.0,0.0634758100018603,0.0049059300451605,0.0458435881882905
194,2.5,1.0,0.2688888888888889,-0.6799999999999999,180.0,0.07119540034166902,0.0049104792706216,0.0458435881882905
195,2.5,1.0,0.2688888888888889,-0.6,0.0,1.0077248877891605,0.0072404071056864,0.0448601637035607
196,2.5,1.0,0.2688888888888889,-0.6,15.0,0.8109783088075623,0.0066288141869449,0.0448601637035607
197,2.5,1.0,0.2688888888888889,-0.6,30.0,0.5198037266190573,0.0057014992260082,0.0448601637035607
198,2.5,1.0,0.2688888888888889,-0.6,45.0,0.3223053761343904,0.0051680254909815,0.0448601637035607
199,2.5,1.0,0.2688888888888889,-0.6,60.0,0.20407423739344516,0.0049554367870925,0.0448601637035607
200,2.5,1.0,0.2688888888888889,-0.6,75.0,0.15248791813882803,0.0049009409119679,0.0448601637035607
201,2.5,1.0,0.2688888888888889,-0.6,90.0,0.11138520193730898,0.0049116620165579,0.0448601637035607
202,2.5,1.0,0.2688888888888889,-0.6,105.0,0.08610542559973093,0.0049444680697676,0.0448601637035607
203,2.5,1.0,0.2688888888888889,-0.6,120.0,0.08418070439247786,0.0049805984556536,0.0448601637035607
204,2.5,1.0,0.2688888888888889,-0.6,135.0,0.07161764826005455,0.0050121348350519,0.0448601637035607
205,2.5,1.0,0.2688888888888889,-0.6,150.0,0.07094276437233756,0.0050358055588468,0.0448601637035607
206,2.5,1.0,0.2688888888888889,-0.6,165.0,0.05872542343000882,0.0050503251481588,0.0448601637035607
207,2.5,1.0,0.2688888888888889,-0.6,180.0,0.06967150664245621,0.0050551983775179,0.0448601637035607
208,2.5,1.0,0.2688888888888889,-0.52,0.0,1.9570672844697539,0.0086739900109363,0.0438750647008418
209,2.5,1.0,0.2688888888888889,-0.52,15.0,1.4843922682627677,0.0075545697144866,0.0438750647008418
210,2.5,1.0,0.2688888888888889,-0.52,30.0,0.8382201477604493,0.0061128524674745,0.0438750647008418
211,2.5,1.0,0.2688888888888889,-0.52,45.0,0.46566044306267945,0.0053913616412407,0.0438750647008418
212,2.5,1.0,0.2688888888888889,-0.52,60.0,0.2867853621589756,0.0051162691610101,0.0438750647008418
213,2.5,1.0,0.2688888888888889,-0.52,75.0,0.20467352313450723,0.0050391615016594,0.0438750647008418
214,2.5,1.0,0.2688888888888889,-0.52,90.0,0.1563738403367919,0.0050418378265399,0.0438750647008418
215,2.5,1.0,0.2688888888888889,-0.52,105.0,0.12070391858233258,0.0050725997575968,0.0438750647008418
216,2.5,1.0,0.2688888888888889,-0.52,120.0,0.10164670472797656,0.0051091884904603,0.0438750647008418
217,2.5,1.0,0.2688888888888889,-0.52,135.0,0.09409775799977188,0.0051420208854502,0.0438750647008418
218,2.5,1.0,0.2688888888888889,-0.52,150.0,0.08469945295511519,0.0051670139666173,0.0438750647008418
219,2.5,1.0,0.2688888888888889,-0.52,165.0,0.07565677351362644,0.0051824449815283,0.0438750647008418
220,2.5,1.0,0.2688888888888889,-0.52,180.0,0.08535266575502795,0.0051876501173194,0.0438750647008418
221,2.5,1.0,0.2688888888888889,-0.4399999999999999,0.0,4.748735773859961,0.0122603496444256,0.0428885426372288
222,2.5,1.0,0.2688888888888889,-0.4399999999999999,15.0,3.071610156795153,0.0094186405304265,0.0428885426372288
223,2.5,1.0,0.2688888888888889,-0.4399999999999999,30.0,1.455632213796093,0.0067431585869549,0.0428885426372288
224,2.5,1.0,0.2688888888888889,-0.4399999999999999,45.0,0.7555105426711033,0.0056762111169016,0.0428885426372288
225,2.5,1.0,0.2688888888888889,-0.4399999999999999,60.0,0.44521834088796425,0.0052944871099384,0.0428885426372288
226,2.5,1.0,0.2688888888888889,-0.4399999999999999,75.0,0.3021710373397502,0.0051773188710782,0.0428885426372288
227,2.5,1.0,0.2688888888888889,-0.4399999999999999,90.0,0.19970564459769552,0.0051635789984637,0.0428885426372288
228,2.5,1.0,0.2688888888888889,-0.4399999999999999,105.0,0.1633960362174014,0.0051879820237514,0.0428885426372288
229,2.5,1.0,0.2688888888888889,-0.4399999999999999,120.0,0.13692677479780166,0.0052227953206215,0.0428885426372288
230,2.5,1.0,0.2688888888888889,-0.4399999999999999,135.0,0.11089973389371634,0.0052557804979373,0.0428885426372288
231,2.5,1.0,0.2688888888888889,-0.4399999999999999,150.0,0.111928718437043,0.0052815374907335,0.0428885426372288
232,2.5,1.0,0.2688888888888889,-0.4399999999999999,165.0,0.09710629098230697,0.0052976375868646,0.0428885426372288
233,2.5,1.0,0.2688888888888889,-0.4399999999999999,180.0,0.09218880399412291,0.0053031008721028,0.0428885426372288
234,2.5,1.0,0.2688888888888889,-0.36,0.0,18.72254086581224,0.0279302107459873,0.0419008769094943
235,2.5,1.0,0.2688888888888889,-0.36,15.0,7.798047628230831,0.0141532489047463,0.0419008769094943
236,2.5,1.0,0.2688888888888889,-0.36,30.0,2.776571182148986,0.0078409996969667,0.0419008769094943
237,2.5,1.0,0.2688888888888889,-0.36,45.0,1.2835822931918852,0.0060958672875248,0.0419008769094943
238,2.5,1.0,0.2688888888888889,-0.36,60.0,0.7225534919674425,0.0055204785116539,0.0419008769094943
239,2.5,1.0,0.2688888888888889,-0.36,75.0,0.4412173048194981,0.0053279517076561,0.0419008769094943
240,2.5,1.0,0.2688888888888889,-0.36,90.0,0.30941653994447416,0.0052803679156873,0.0419008769094943
241,2.5,1.0,0.2688888888888889,-0.36,105.0,0.2361194063414984,0.0052890817766169,0.0419008769094943
242,2.5,1.0,0.2688888888888889,-0.36,120.0,0.18986851320485829,0.0053169303067705,0.0419008769094943
243,2.5,1.0,0.2688888888888889,-0.36,135.0,0.16341605167361772,0.0053472233541377,0.0419008769094943
244,2.5,1.0,0.2688888888888889,-0.36,150.0,0.14269893057558014,0.0053721848251683,0.0419008769094943
245,2.5,1.0,0.2688888888888889,-0.36,165.0,0.14216675070086185,0.0053882427744509,0.0419008769094943
246,2.5,1.0,0.2688888888888889,-0.36,180.0,0.12932094713143502,0.0053937218647573,0.0419008769094943
247,2.5,1.0,0.2688888888888889,-0.28,0.0,760.7213251952033,0.7696432634826478,0.0409122835844754
248,2.5,1.0,0.2688888888888889,-0.28,15.0,21.759413742351164,0.026182296644541,0.0409122835844754
249,2.5,1.0,0.2688888888888889,-0.28,30.0,5.398980274940947,0.0097905443216866,0.0409122835844754
250,2.5,1.0,0.2688888888888889,-0.28,45.0,2.3234956952092265,0.0068038500488106,0.0409122835844754
251,2.5,1.0,0.2688888888888889,-0.28,60.0,1.2619604798817936,0.0058697915921122,0.0409122835844754
252,2.5,1.0,0.2688888888888889,-0.28,75.0,0.7686950692596134,0.0055284442660224,0.0409122835844754
253,2.5,1.0,0.2688888888888889,-0.28,90.0,0.5330721126475431,0.0054084521883119,0.0409122835844754
254,2.5,1.0,0.2688888888888889,-0.28,105.0,0.3939630603624106,0.0053796237439305,0.0409122835844754
255,2.5,1.0,0.2688888888888889,-0.28,120.0,0.30030870789286424,0.0053878213059658,0.0409122835844754
256,2.5,1.0,0.2688888888888889,-0.28,135.0,0.26864318474132676,0.0054079042792813,0.0409122835844754
257,2.5,1.0,0.2688888888888889,-0.28,150.0,0.21967103683452094,0.0054278397386269,0.0409122835844754
258,2.5,1.0,0.2688888888888889,-0.28,165.0,0.2175838405313179,0.00544162175809,0.0409122835844754
259,2.5,1.0,0.2688888888888889,-0.28,180.0,0.21072546556813695,0.005446489719093,0.0409122835844754
260,2.5,1.0,0.2977777777777777,-1.0,0.0,0.2313373490117458,0.0052240913362132,0.0439041685312985
