,k,QQ,x_b,t,phi_x,F,std_F,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs
26,2.5,1.0,0.24,-0.84,0.0,0.0372904017567634,0.009339393918513928,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
27,2.5,1.0,0.24,-0.84,15.0,0.0299940258264541,0.009337855558543209,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
28,2.5,1.0,0.24,-0.84,30.0,0.01213986426591865,0.0093316705085243,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
29,2.5,1.0,0.24,-0.84,45.0,-0.0084629021584987,0.009319210846433282,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
30,2.5,1.0,0.24,-0.84,60.0,-0.026427267119288403,0.009301901662585462,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
31,2.5,1.0,0.24,-0.84,75.0,-0.04006881639361375,0.009283011971918463,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
32,2.5,1.0,0.24,-0.84,90.0,-0.04975326918065545,0.009265349808214357,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
33,2.5,1.0,0.24,-0.84,105.0,-0.05641776695847505,0.009250427189663459,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
34,2.5,1.0,0.24,-0.84,120.0,-0.0609263479709625,0.0092387367075578,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
35,2.5,1.0,0.24,-0.84,135.0,-0.06391273625195021,0.009230157189707731,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
36,2.5,1.0,0.24,-0.84,150.0,-0.06579687446355816,0.009224385705639786,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
37,2.5,1.0,0.24,-0.84,165.0,-0.06683616898953909,0.009221069275497628,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
38,2.5,1.0,0.24,-0.84,180.0,-0.06716822832822794,0.00921999189668255,-0.13512605056166643,0.02653064561584217,-0.25347120314836497,0.033939118548321906,-0.08317646756768225,0.009209702797289818
39,2.5,1.0,0.24,-0.76,0.0,0.09289830550551409,0.011347496320883612,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
40,2.5,1.0,0.24,-0.76,15.0,0.0817783214151859,0.011346832508019575,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
41,2.5,1.0,0.24,-0.76,30.0,0.054851476103067356,0.011342407088926013,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
42,2.5,1.0,0.24,-0.76,45.0,0.0242683440446853,0.01133110646516896,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
43,2.5,1.0,0.24,-0.76,60.0,-0.0019810535013675998,0.011313831525635493,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
44,2.5,1.0,0.24,-0.76,75.0,-0.0216566044837236,0.011294062019505965,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
45,2.5,1.0,0.24,-0.76,90.0,-0.03548703715205185,0.011275061693361576,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
46,2.5,1.0,0.24,-0.76,105.0,-0.04493432492017745,0.011258708716139388,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
47,2.5,1.0,0.24,-0.76,120.0,-0.0512898992747068,0.011245709047551818,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
48,2.5,1.0,0.24,-0.76,135.0,-0.0554820876568555,0.011236067955954932,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
49,2.5,1.0,0.24,-0.76,150.0,-0.05811895616352555,0.011229519389367601,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
50,2.5,1.0,0.24,-0.76,165.0,-0.05957056581974025,0.011225739343891702,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
51,2.5,1.0,0.24,-0.76,180.0,-0.06003389880061145,0.01122451181692888,-0.13424559682607645,0.0247761197275382,-0.2475616559386253,0.034497501070818434,-0.08176070824265474,0.011203754494037188
52,2.5,1.0,0.24,-0.6799999999999999,0.0,0.1842233687639236,0.013352479856463612,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
53,2.5,1.0,0.24,-0.6799999999999999,15.0,0.16617497056722635,0.013353628358085514,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
54,2.5,1.0,0.24,-0.6799999999999999,30.0,0.12318209931254384,0.013352948740153286,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
55,2.5,1.0,0.24,-0.6799999999999999,45.0,0.07552124187350265,0.013344709031269395,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
56,2.5,1.0,0.24,-0.6799999999999999,60.0,0.0355550944805145,0.013328740644039808,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
57,2.5,1.0,0.24,-0.6799999999999999,75.0,0.00614018738269805,0.01330881572140619,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
58,2.5,1.0,0.24,-0.6799999999999999,90.0,-0.014267265796661351,0.013288785431651464,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
59,2.5,1.0,0.24,-0.6799999999999999,105.0,-0.0280803460627794,0.013271075852742831,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
60,2.5,1.0,0.24,-0.6799999999999999,120.0,-0.0373136959969997,0.013256711679934653,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
61,2.5,1.0,0.24,-0.6799999999999999,135.0,-0.0433767884969711,0.013245906281647736,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
62,2.5,1.0,0.24,-0.6799999999999999,150.0,-0.047178629785776055,0.013238477899597662,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
63,2.5,1.0,0.24,-0.6799999999999999,165.0,-0.049267435446381555,0.013234165750159382,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
64,2.5,1.0,0.24,-0.6799999999999999,180.0,-0.04993351921439165,0.013232756464912348,-0.13335651159286493,0.023020018600771158,-0.24163079261779785,0.035059898080635726,-0.08034135028719899,0.013197247745041895
65,2.5,1.0,0.24,-0.6,0.0,0.34471191465854645,0.015346742287453545,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
66,2.5,1.0,0.24,-0.6,15.0,0.3129340559244156,0.015351842056123324,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
67,2.5,1.0,0.24,-0.6,30.0,0.23910817503929135,0.015359491709128129,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
68,2.5,1.0,0.24,-0.6,45.0,0.1601753383874893,0.015358543405036595,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
69,2.5,1.0,0.24,-0.6,60.0,0.09616917744278905,0.015346779165946012,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
70,2.5,1.0,0.24,-0.6,75.0,0.0502381585538387,0.01532837152985884,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
71,2.5,1.0,0.24,-0.6,90.0,0.0189196616411209,0.015308177921066066,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
72,2.5,1.0,0.24,-0.6,105.0,-0.0020372942090034494,0.01528946472032721,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
73,2.5,1.0,0.24,-0.6,120.0,-0.01594063639640805,0.015273828239529717,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
74,2.5,1.0,0.24,-0.6,135.0,-0.0250247251242399,0.01526181375352607,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
75,2.5,1.0,0.24,-0.6,150.0,-0.0307022370398044,0.015253439701562569,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
76,2.5,1.0,0.24,-0.6,165.0,-0.0338153671473264,0.015248526959533042,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
77,2.5,1.0,0.24,-0.6,180.0,-0.03480713255703445,0.015246909574221406,-0.13245907798409456,0.021262531896359342,-0.23567955940961832,0.03562623582078874,-0.07891868427395815,0.015190172013591617
78,2.5,1.0,0.24,-0.52,0.0,0.652650386095047,0.017309415655484602,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
79,2.5,1.0,0.24,-0.52,15.0,0.5901808738708496,0.017324124905614906,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
80,2.5,1.0,0.24,-0.52,30.0,0.45058146119117737,0.017351478210298435,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
81,2.5,1.0,0.24,-0.52,45.0,0.309211865067482,0.017367894407793467,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
82,2.5,1.0,0.24,-0.52,60.0,0.19998169690370554,0.017366893420141315,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
83,2.5,1.0,0.24,-0.52,75.0,0.12429160624742505,0.01735382789710292,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
84,2.5,1.0,0.24,-0.52,90.0,0.07385540381073945,0.0173355308964932,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
85,2.5,1.0,0.24,-0.52,105.0,0.04059373214840885,0.017316838769178534,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
86,2.5,1.0,0.24,-0.52,120.0,0.0187281370162963,0.01730037515647903,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
87,2.5,1.0,0.24,-0.52,135.0,0.00452359765768055,0.017287299096728426,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
88,2.5,1.0,0.24,-0.52,150.0,-0.0043225400149822,0.0172779793748515,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
89,2.5,1.0,0.24,-0.52,165.0,-0.009162962436676001,0.017272431795916227,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
90,2.5,1.0,0.24,-0.52,180.0,-0.01070354878902435,0.01727059840800602,-0.131553616374731,0.01950385981183315,-0.22970896214246744,0.03619631409374706,-0.07749286666512485,0.017182485152838038
91,2.5,1.0,0.24,-0.4399999999999999,0.0,1.3202028274536133,0.019176984659850828,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
92,2.5,1.0,0.24,-0.4399999999999999,15.0,1.1762730479240417,0.01921854145248257,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
93,2.5,1.0,0.24,-0.4399999999999999,30.0,0.8743349313735962,0.01929870475835029,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
94,2.5,1.0,0.24,-0.4399999999999999,45.0,0.5932694673538208,0.01935855328323576,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
95,2.5,1.0,0.24,-0.4399999999999999,60.0,0.390933096408844,0.019384262860827405,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
96,2.5,1.0,0.24,-0.4399999999999999,75.0,0.25738690793514246,0.019385506192858497,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
97,2.5,1.0,0.24,-0.4399999999999999,90.0,0.17109006643295283,0.019373979029790805,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
98,2.5,1.0,0.24,-0.4399999999999999,105.0,0.1152352802455425,0.019357905275439905,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
99,2.5,1.0,0.24,-0.4399999999999999,120.0,0.0789297185838222,0.019341910546430068,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
100,2.5,1.0,0.24,-0.4399999999999999,135.0,0.055504184216260855,0.01932838140805807,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
101,2.5,1.0,0.24,-0.4399999999999999,150.0,0.04097430035471915,0.019318360994824566,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
102,2.5,1.0,0.24,-0.4399999999999999,165.0,0.03304180875420565,0.019312270775214774,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
103,2.5,1.0,0.24,-0.4399999999999999,180.0,0.0305196940898895,0.019310231921417998,-0.13064045459032053,0.017744297375132077,-0.22371998429298395,0.036770153972935066,-0.07606419548392296,0.019174113405796014
104,2.5,1.0,0.24,-0.36,0.0,3.0644549131393433,0.020715176043104418,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
105,2.5,1.0,0.24,-0.36,15.0,2.63805091381073,0.020854092055796324,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
106,2.5,1.0,0.24,-0.36,30.0,1.8395635485649109,0.021104191454860127,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
107,2.5,1.0,0.24,-0.36,45.0,1.1932686567306519,0.02128668730891214,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
108,2.5,1.0,0.24,-0.36,60.0,0.7753215730190277,0.02138189703969825,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
109,2.5,1.0,0.24,-0.36,75.0,0.5177822113037109,0.021419871350206565,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
110,2.5,1.0,0.24,-0.36,90.0,0.3580850511789322,0.021427183828423166,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
111,2.5,1.0,0.24,-0.36,105.0,0.2571953386068344,0.02142027174526744,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
112,2.5,1.0,0.24,-0.36,120.0,0.19253535568714142,0.021408302040290345,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
113,2.5,1.0,0.24,-0.36,135.0,0.1511536687612533,0.0213961848213434,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
114,2.5,1.0,0.24,-0.36,150.0,0.1256053373217582,0.02138641728920107,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
115,2.5,1.0,0.24,-0.36,165.0,0.1116923615336418,0.021380200629045706,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
116,2.5,1.0,0.24,-0.36,180.0,0.1072737276554107,0.021378082749907993,-0.1297199204564094,0.015984034247074647,-0.21771365404129026,0.03734758687095853,-0.07463288493454451,0.021165006723083205
117,2.5,1.0,0.24,-0.28,0.0,9.440990447998047,0.020686347598722964,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
118,2.5,1.0,0.24,-0.28,15.0,7.428098917007446,0.021388682682308504,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
119,2.5,1.0,0.24,-0.28,30.0,4.482268810272217,0.022400544221358048,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
120,2.5,1.0,0.24,-0.28,45.0,2.646757125854492,0.023002064043305213,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
121,2.5,1.0,0.24,-0.28,60.0,1.6461852192878723,0.023299030737913288,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
122,2.5,1.0,0.24,-0.28,75.0,1.087168037891388,0.02343676663884673,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
123,2.5,1.0,0.24,-0.28,90.0,0.7590700089931488,0.023495561492519586,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
124,2.5,1.0,0.24,-0.28,105.0,0.5580931305885315,0.02351566553925928,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
125,2.5,1.0,0.24,-0.28,120.0,0.4315011352300644,0.02351766751456351,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
126,2.5,1.0,0.24,-0.28,135.0,0.3512633293867111,0.02351256774589377,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
127,2.5,1.0,0.24,-0.28,150.0,0.30198666453361506,0.02350609820464731,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
128,2.5,1.0,0.24,-0.28,165.0,0.27522511780261993,0.023501272390492812,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
129,2.5,1.0,0.24,-0.28,180.0,0.26673550903797144,0.023499544369703865,-0.12879229709506035,0.014223281161903217,-0.21169094741344446,0.03792847581055991,-0.07319916412234301,0.023155115055316765
130,2.5,1.0,0.2688888888888889,-1.0,0.0,0.035526812076568604,0.0060637408522472135,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
131,2.5,1.0,0.2688888888888889,-1.0,15.0,0.02039498835802075,0.0060519924182248315,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
132,2.5,1.0,0.2688888888888889,-1.0,30.0,-0.0104707852005958,0.006016041156444973,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
133,2.5,1.0,0.2688888888888889,-1.0,45.0,-0.037377746775746304,0.005964851174750467,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
134,2.5,1.0,0.2688888888888889,-1.0,60.0,-0.0549957919865846,0.005913911439969032,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
135,2.5,1.0,0.2688888888888889,-1.0,75.0,-0.06549535691738124,0.005872099132068179,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
136,2.5,1.0,0.2688888888888889,-1.0,90.0,-0.0716823562979698,0.005841110661700549,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
137,2.5,1.0,0.2688888888888889,-1.0,105.0,-0.07539850845932955,0.005819452449922052,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
138,2.5,1.0,0.2688888888888889,-1.0,120.0,-0.07768199965357775,0.005804922323897862,-0.1368560753762722,0.030307846179388483,-0.26563365012407303,0.031950335207638375,-0.08658365532755849,0.005814068190024756
